name,price,status,shipping,free_returns,items_sold
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Wild Berry Pack of 24,4000,Brand New,6008,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 4)",1787,Brand New,0,True,
"CELSIUS HEAT Inferno Punch Performance Energy Drink, Zero Sugar, 16oz. Can 12 PK",2400,Brand New,0,True,
"Essential Energy Drink Peach Mango Green Tea Pack of 12 CELSIUS  12 Fl Oz, ",4121,Brand New,0,True,
"Celsius Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (pack Of 12)",2799,Brand New,0,True,
"CELSIUS HEAT On-the-Go Energy Powder Stick Packets, Watermelon Ice, 14 ct",1999,Brand New,0,True,
"CELSIUS HEAT Performance Energy Drink, Jackfruit, 16 Fl Oz (Pack of 24)",6799,Brand New,0,True,
"CELSIUS HEAT Blueberry Pomegranate Performance Energy Drink, Zero Sugar, 16oz...",3299,Brand New,0,True,
"CELSIUS HEAT Performance Energy Drink 16 Fl Oz, Mango Tango (Pack of 12)",4795,Brand New,0,False,
Celsius Sparkling Energy Drink Zero Sugar 12oz Cans 12-Pack (Variety of Flavors),2999,Brand New,599,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 12)",2799,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Tropical Vibe Pack of 12,3347,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Pack of 12)",3392,Brand New,0,True,
CELSIUS Essential Energy Drink 12 Fl Oz Arctic Vibe Sparkling Frozen Berry Ed...,3272,Brand New,0,True,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 12)",3299,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Pack of 4)",2799,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Grape Rush Pack of 12",2977,Brand New,0,False,
CELSIUS Essential Energy Drink 12 Fl Oz Sparkling Orange Pack of 12,2784,Brand New,299,True,
CELSIUS HEAT Strawberry Dragonfruit Performance Energy Drink Zero Sugar 16oz....,5347,Brand New,0,False,
"CELSIUS HEAT Orangesicle Performance Energy Drink, Zero  Assorted Flavor Names ",3581,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Pack of 12)",2999,Brand New,0,False,
"CELSIUS Essential Energy Drink, What'S Your Vibe Variety Pack 12 Fl Oz (Pack of ",4799,Brand New,0,False,
"CELSIUS Essential Energy Drink, Sparkling Peach Vibe, 12 Fl Oz (Pack of 24) - Pa",8499,Brand New,0,False,
Shop on eBay,2000,Brand New,,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Guava (Pack of 12)",2999,Brand New,1345,False,
"CELSIUS Essential Energy Drink , Sparkling Watermelon 12 Fl Oz (Pack of 24)",8499,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Kiwi Guava (Pack of 12)",3699,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Cola (Pack of 12)",3799,Brand New,0,False,
"CELSIUS On-The-Go Powder Stick Energy Packs, ZERO Sugar (14 sticks per pack)",1699,Brand New,300,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Peach Mango Green Tea (Pack of 12)",3164,Brand New,0,False,
"CELSIUS Essential Energy Drink Sparkling Classic Pop Pack Edition, 12 Fl Oz (Pac",3410,Brand New,0,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Strawberry Guava (Pack of 12)",1999,Brand New,4400,False,
CELSIUS HEAT Inferno Punch Performance Energy Drink Zero Sugar 16oz. Can Pack...,3403,Brand New,0,False,
"CELSIUS BCAA +Energy Sparkling Post-Workout Recovery & Hydration Drink, Tropical",2934,Brand New,0,False,
CELSIUS Essential Energy Drink Peach Mango 12 fl oz Green Tea - Pack of 12,3500,Brand New,1101,False,
"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Wild Berry (Pack of 24)",6019,Brand New,0,False,
